52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 11:07
1000 	 N 
1.100 	 scale 
1.700 	 mem 
1.000 	 exp
(-247588822882876288967894030643949361360610481452911427584.0000, 22410930203061241544646967709294757070339410259340542288854502457999360.0000, 22410930203061489808924587983289811122557808609428288524592296201551872.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.4861 	 AUC
