52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 12:14
1000 	 N 
1.500 	 scale 
1.200 	 mem 
1.000 	 exp
(-7433469944880323969942532103460638032716243293451267374875124941228867584.0000, 5267795047963698311048512962424172464519846729104521354378633875281674240.0000, 12701264992844021496353328142549715017762412121597486716459328258506227712.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.4865 	 AUC
