52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 11:31
1000 	 N 
1.300 	 scale 
0.001 	 mem 
1.000 	 exp
(-631111556990282401677071271139712677630493850640964811991670893072875520.0000, 25108406941546723055343157692830665664409421777856138051584.0000, 631111556990307510084012817862768020788186681306629221413448749210927104.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.5083 	 AUC
