52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 11:13
1000 	 N 
1.200 	 scale 
0.075 	 mem 
1.000 	 exp
(-59310509076640865926711125441827788971715225474137799953043423232.0000, 5855794279820830415242148694472408772434833216116564489413475092123353088.0000, 5855794339131339645581331554524697776549275552857239324308659286443032576.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.4952 	 AUC
