52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 11:14
1000 	 N 
1.200 	 scale 
0.200 	 mem 
1.000 	 exp
(-24258894246746553890765749857400136972967188646985887383552.0000, 765143348697298295717440381080629743742357624587167405770372577346191360.0000, 765143348697322521406950389051702672492162816674742050798416055729389568.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.4894 	 AUC
