52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 12:33
1000 	 N 
1.600 	 scale 
1.800 	 mem 
1.000 	 exp
(-34197096071351803353406188653194297606706377233893798950209567186151800832.0000, 100433627766186914522117829301945804193355959759786058186752.0000, 34197096071351903787033954840086518979337148556556456587896678610704007168.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.4944 	 AUC
