52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 12:08
1000 	 N 
1.500 	 scale 
0.200 	 mem 
1.000 	 exp
(-1125609676523405676434153596786663831510592415709224989459155937809924096.0000, 293096833621947588894166718002366054499380013701011525878153216.0000, 1125609676816502583923993112526222216916847458915867775426122740821655552.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.5018 	 AUC
