52e4503b97be@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N1000
ESNtrainCV.py
2019-08-22 10:42
1000 	 N 
1.000 	 scale 
1.400 	 mem 
1.000 	 exp
(-1375364889867717720571076002997699769693741081405210176258048.0000, 763242677879553560415531384271180799838769770871155704297100867917938950144.0000, 763242677879554966486320110887671899055600569388432911224720427861669838848.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.4887 	 AUC
