28e629ff196c@Linux-4.9.0-9-amd64-x86_64-with-debian-9.9
/github/pnet2019/grid_search_loop/tr5000_N800
ESNtrainCV.py
2019-08-22 10:06
800 	 N 
1.400 	 scale 
0.800 	 mem 
1.000 	 exp
(-392318858461667547739736838950479151006397215279002157056.0000, 3672856552809387333823423288018469238342093451845861119490005607741652992.0000, 3672856552809387333823423288018469238342093451845861119490005607741652992.0000) 	 th_i, th_f, *th_sc
0.0000 	 th
0.0000 	 Pr
0.0000 	 Re
0.0000 	 F1
0.0000 	 ACC
0.5169 	 AUC
